,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes,/Negative/,Negative,0.333
UgzoM6kHu012I5lSwEl4AaABAg.8_17lSwF2738_1m1VdatDb,_Star_27_,1 month ago,1.51096E+12,"Brasil Operacional infected by what? What is wrong with people having the freedom to marry someone they like if they are gay, if gay people had no rights then they would live a sad life without any love",11,,,,,,,,,/Negative/,Negative,0.984
Ugzk5rCYLsy5mHb1bM94AaABAg.8_0EJ6uwmZV8_132ipSii4,_Star_27_,1 month ago,1.51096E+12,Huh ? I don�۪t get it...,0,,,,,,,,,/Neutral/,Neutral,0.998
Ugzlm2RjcwR9vzzyrxZ4AaABAg.8_09zMPO8fl8_14Gt7Gf9K,_Star_27_,1 month ago,1.51096E+12,Joshua Nicholls cool,2,,,,,,,,,/Positive/,Positive,1
Ugw-rWa1Y6RwxuOfZbV4AaABAg.8_0A9f2a1xJ8_12frmxajt,_Star_27_,1 month ago,1.51096E+12,"Amber Russel I don�۪t think the race has anything to do with it, it�۪s just conservatives at loss, ever heard of conservatives of other races??",2,,,,,,,,,/Negative/,Negative,0.582
Ugw-rWa1Y6RwxuOfZbV4AaABAg.8_0A9f2a1xJ8_12v0RF3qd,_Star_27_,1 month ago,1.51096E+12,Amber Russel I bet a higher percentage of Muslims wouldn�۪t like gay marriage then conservative whites,3,,,,,,,,,/Neutral/,Neutral,0.449
Ugw-C9MQtaY70IuEPtV4AaABAg.8_070iD6UeV8_1ETWhKW0_,_Star_27_,1 month ago,1.51096E+12,cne08 well some stupid religious people think that being gay is a ���sin�۝ even though you can�۪t control if you are gay or not,1,,,,,,,,,/Negative/,Negative,0.986
Ugw-C9MQtaY70IuEPtV4AaABAg.8_070iD6UeV8_1VmwYm95p,_Star_27_,1 month ago,1.51096E+12,"We Do Not Sow the reason why you can�۪t control being gay or not is because it is a genetic disfunction, if you get unlucky enough to get the wrong  genes that make you gay then you will end up being gay, however you can choose if you want to rape or murder someone, genes don�۪t determine if you are a murderer or a rapist",0,,,,,,,,,/Negative/,Negative,0.805
Ugx1mZAvkyveCJfQT7V4AaABAg,", I left you a comment.",1 month ago,1.51096E+12,"This was a official recording of statistics though, performed by the Australian bureau of statistics.",0,FALSE,0,,,,,,,/Positive/,Positive,0.629
UgzHaxtnzpWPo0CQVHp4AaABAg.8_3wSJfQxfE8_4V-5B3TXy,?,1 month ago,1.51096E+12,#NAME?,0,,,,,,,,,/Positive/,Positive,0.629
UgwPsHjxpuVR5Arzdp94AaABAg.8_2n9wiKBVe8_4VENc1weE,?,1 month ago,1.51096E+12,#NAME?,0,,,,,,,,,/Positive/,Positive,0.629
Ugx3Kn44k8siTuje6rB4AaABAg.8_2Gcssmfd78_4VfXGuw1_,?,1 month ago,1.51096E+12,"democracy and love, now suck it",1,,,,,,,,,/Negative/,Negative,0.654
UgwBuBMqWzKnWG1Uosd4AaABAg.8_2EYgbzH3Y8_4Vths3zRN,?,1 month ago,1.51096E+12,#NAME?,0,,,,,,,,,/Negative/,Negative,0.654
UgxHRWHWMywu53VS1Cp4AaABAg.8_1sQZ-fbKo8_4W8EsPBbk,?,1 month ago,1.51096E+12,"+Akram Tobbieh it was Adam and Even but now humanity isn't 2 people, humanity is 7.5 billion, and gays barely make 1% of humanity, so stfu and quit whining like a little bitch, you won't have kids anyway",0,,,,,,,,,/Negative/,Negative,0.969
Ugwaiv2Kga5C3LaPwit4AaABAg.8_1_ht0NE6w8_4WJXgSKt8,?,1 month ago,1.51096E+12,lol what a whiny little bitch,0,,,,,,,,,/Negative/,Negative,0.994
UgwyMkyhx5_vEvfod6B4AaABAg.8_1TvucTQz18_4X-ZMJomJ,?,1 month ago,1.51096E+12,only 2.5% of Aussies are lgbt you stupid retard,0,,,,,,,,,/Negative/,Negative,0.998
UgzrzK8MoXr280iQ-Dt4AaABAg.8_1LAr7Oehb8_4XCNzgXNI,?,1 month ago,1.51096E+12,retard detected,0,,,,,,,,,/Negative/,Negative,0.852
Ugx8c8BIuCBCbGkL5ul4AaABAg.8_1S2tulqdQ8_4X4w-ONY1,?,1 month ago,1.51096E+12,Did a flood or Armageddon happened when the other countries got gay marriage? Check,0,,,,,,,,,/Negative/,Negative,0.529
Ugx3Kn44k8siTuje6rB4AaABAg.8_2Gcssmfd78_6kt0WeTmg,?,4 weeks ago,1.51113E+12,#NAME?,0,,,,,,,,,/Negative/,Negative,0.529
Ugz7BrPvwOfCWgujEbF4AaABAg,1911GreaterThanALL,1 month ago,1.51096E+12,Lol non binding = worthless.,0,FALSE,0,,,,,,,/Negative/,Negative,0.984
UgwrE8MT0_o4OjZJoVZ4AaABAg,312vandal,1 month ago,1.51096E+12,Why is marriage still a thing?,1,FALSE,0,,,,,,,/Negative/,Negative,0.998
Ugw-C9MQtaY70IuEPtV4AaABAg.8_070iD6UeV8_1460iI8aH,312vandal,1 month ago,1.51096E+12,cne08 you must be retarded,0,,,,,,,,,/Negative/,Negative,0.971
UgwvA4ZYCk9gtDvWZYJ4AaABAg,43dfranks,1 month ago,1.51096E+12,"""Voted""",1,FALSE,0,,,,,,,/Negative/,Negative,0.971
Ugw-rWa1Y6RwxuOfZbV4AaABAg.8_0A9f2a1xJ8_0vclW52dz,8bitpothead,1 month ago,1.51096E+12,It's actually pretty bigoted of you to think that all conservative white men are bigoted. You dumb bimbo,3,,,,,,,,,/Negative/,Negative,0.984
Ugw-rWa1Y6RwxuOfZbV4AaABAg.8_0A9f2a1xJ8_0fwVbG-72,���������_ �� �� �� ��,1 month ago,1.51096E+12,"amber you idiot, the areas of australia with the highest amount of no votes were areas where mostly immigrants live.",1,,,,,,,,,/Negative/,Negative,0.715
Ugw-rWa1Y6RwxuOfZbV4AaABAg.8_0A9f2a1xJ8_0lDdvGXX4,���������_ �� �� �� ��,1 month ago,1.51096E+12,"What generalizing insult will the leftist use next, libertarian bigots, individualist bigots?",2,,,,,,,,,/Neutral/,Neutral,0.803
UgwZBwOXa84zUyIe6-V4AaABAg,�__��_��_���,1 month ago,1.51096E+12,"So, Australians rationalize those abnormal sex preference.  It seems like living in the country, which has so many immigrants, will turn people abnormal.  Do they teach the love story of Gays?  Can you imagine how disgusting it is?",0,TRUE,4,,,,,,,/Negative/,Negative,0.611
UgwZBwOXa84zUyIe6-V4AaABAg.8_1F8P5kAh28_1Mpm1EyZ7,�__��_��_���,1 month ago,1.51096E+12,"We live on the same earth.  The world is getting smaller and smaller everyday.  This kind of sick example should give the bad influence to the other countries.  We have experienced too many sick culture enforcement to our country through the diplomacy.  Imagine!  If this sort of sick LGBT trend is enforced by UN to many normal countries, the traditional countries living normally will be ruined.  Have a common sense!  The sick abnormal people have the right to enjoy their sex preference in their house.  But there is no way that the country gives any legal right to these sick people.",0,,,,,,,,,/Negative/,Negative,0.838
UgzxbqQpwwyepN0HWMB4AaABAg,abdulfattah masri,1 month ago,1.51096E+12,"I don't get it, why wouldn't the Supreme Court of Australia look at other supreme court precedents then force parliament to make legislation. You don't need a vote for a right.",1,TRUE,7,,,,,,,/Negative/,Negative,0.906
UgzxbqQpwwyepN0HWMB4AaABAg.8_0E-li7mOk8_0he1S-jyo,abdulfattah masri,1 month ago,1.51096E+12,"I know in Canada and the USA, the courts decided that same sex was legal then the governments put that into law, why is this not the same in australia? ""Same-sex marriage has been legal since June 26, 2015, when the United States Supreme Court ruled in Obergefell v. Hodges that state-level bans on same-sex marriage are unconstitutional""A similar thing happened in Canada where a provincial court of appeal said that same sex marriage was legal and the federal government made legislation",0,,,,,,,,,/Negative/,Negative,0.775
UgzxbqQpwwyepN0HWMB4AaABAg.8_0E-li7mOk8_0oHwg9Rmf,abdulfattah masri,1 month ago,1.51096E+12,"lol what, the High Court of Australia already made judgments stating the territoires can't make there own laws on same sex marriage. The High court / Supreme court should have the power to decide what is constitutional or not, that's their job, what legislation comes from that is the choice of the government.",0,,,,,,,,,/Neutral/,Neutral,0.59
UgzxbqQpwwyepN0HWMB4AaABAg.8_0E-li7mOk8_0t2VytI-R,abdulfattah masri,1 month ago,1.51096E+12,"we agree, what i was trying to say why doesn't the high court say that same sex marriage is constitutional and then the government makes legislation off of that ruling. It's not like the logic of all the countries who have made same sex marriage legal is different from Australia's.",0,,,,,,,,,/Negative/,Negative,0.959
Ugw5g_LIU-x-MYEkF1R4AaABAg,Absenthius,1 month ago,1.51096E+12,Haha it's fun when you guys talk about what's going on here. You might also talk about how a right-wing nutter senator here wore a burka into the Senate and was torn apart by our governor-general. It was great. _���,4,FALSE,0,,,,,,,/Positive/,Positive,0.959
UgxyzCQ25TCRw6sCYCl4AaABAg,acceptjesusorburn,1 month ago,1.51096E+12,It's not illegal for gay people to get married in Australia.,0,FALSE,0,,,,,,,/Negative/,Negative,0.826
Ugw-C9MQtaY70IuEPtV4AaABAg.8_070iD6UeV8_2kqXJuox5,adam donnelly,1 month ago,1.51096E+12,"+Jesus is my Lord and Saviour Amen The bible also says they should be put to death,  I love how you guys always ignore the last fall of that sentence _���",1,,,,,,,,,/Positive/,Positive,0.732
UgzZRmg6EWCqzA45Z1d4AaABAg,Adam Mathis,1 month ago,1.51096E+12,"You had my like until Cenk's ""Believe me"" add, I can't support that",0,FALSE,0,,,,,,,/Negative/,Negative,0.975
Ugw2oOIOXQ04pFZggX54AaABAg,Adam Rasmussen,1 month ago,1.51096E+12,"Australia, to the best of my knowledge has a mandatory voting policy regarding actual elections. It stands to reason, then, that high voter turnouts would occur for other democratically decided things, like referendums. Here, with a voluntary system of voting, we're lucky to get 50% of the vote out, which tends to mean younger voters don't vote, while older ones do. I don't know the extent of the impact, but having a mandatory voting system would certainly change the political landscape.",0,TRUE,1,,,,,,,/Positive/,Positive,0.73
UgxqBV31A2wcdhShbT54AaABAg,adamski741000,3 weeks ago,1.51174E+12,"it wasn't a referendum. Voting in a referendum is compulsory, and the result automatically become law. This was a cynical attempt by the right wing of the government to delay things after the senate had twice voted down a referendum, fearing the harm that it would do to young glbtqi people to have their relationships judged by the general public. Parliament should have just voted in the first place, which is why we have one after all, now after wasting $122m of taxpayer's money they're going to vote. and the public vote, as I said, is nonbinding on how they vote",0,FALSE,0,,,,,,,/Negative/,Negative,0.961
UgzoM6kHu012I5lSwEl4AaABAg.8_17lSwF2738_1HfMk_vSX,aditorium1,1 month ago,1.51096E+12,I know isn't great.,15,,,,,,,,,/Positive/,Positive,0.998
UgzSmihq2a47W8vGABx4AaABAg,Adoss shall rule all,1 month ago,1.51096E+12,Take that Abbott!,8,TRUE,3,,,,,,,/Neutral/,Neutral,0.99
UgwCth1wLkSzViqpK294AaABAg,Adrian Byers,1 month ago,1.51096E+12,"It was also a postal vote, so it was super easy to have a say.",0,FALSE,0,,,,,,,/Positive/,Positive,0.998
Ugw-rWa1Y6RwxuOfZbV4AaABAg.8_0A9f2a1xJ8_0sJYnuyTn,Affliction66 6,1 month ago,1.51096E+12,I think some thing like 80% of America think gay marriage should be legal.... that's a lot of white conservative males,0,,,,,,,,,/Negative/,Negative,0.928
UgxUGMdykQKzQ-sgxHh4AaABAg,Aidan Campbell,1 month ago,1.51096E+12,"The complicating factor in all this is that until 2004, Australia's marriage act simply said ""two people"" with no gendered pronouns.  It was a conservative government with a majority in both houses that changed the marriage act to read ""a man and a woman"".  The most disturbing part of the whole debate that we have been having about this issue has been watching the religious right use the same arguments that religious fundamentalist terrorists have used to justify terrorism in trying to justify the ""no"" campaign's bigotry.  It has truly confirmed that the kinds of arguments that lead to terrorism are very present in our religious community, transcending sectarian borders.",1,FALSE,0,,,,,,,/Negative/,Negative,0.826
UgyUzjutJWORmuvhryx4AaABAg.8_2BgGqb7Em8_2Q_XtGvsg,AJ J,1 month ago,1.51096E+12,idiot....look in your own back yard. Particularly now.,0,,,,,,,,,/Positive/,Positive,0.803
