,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes,/Negative/,Negative,0.333
UgywoEr3iOQ3BjS2cal4AaABAg,567891035,1 month ago,1.51E+12,Does anybody know what happened between Wes Clark Jr and Theyoungturks?,0,FALSE,0,,,,,,,/Neutral/,Neutral,0.908
UgzR6YiC_tm65o-kziV4AaABAg.8_0D8n3vdCc8_0DmEuF3gQ,#countryboycansurvive,1 month ago,1.51E+12,"Who he was? He is STIll Gene Simmons, the guy that can lick your cervix.  Who he was? LMAO.... He still performs, and his tongue didn't shrink. He's still the same as he was, just older.",1,,,,,,,,,/Positive/,Positive,0.465
UgzpNm5JpHEx7OSiym54AaABAg,01man01truck,1 month ago,1.51E+12,"Wait wait wait wait wait, hol-up. Now, when we have the discussion about teen pregnancy and about how comprehensive sex education will benefit students more so than abstinence education, you all say that comprehensive sex education is more important and that abstinence education doesn't work because telling teens to not have sex is like telling them to not breathe because sex is just that natural of a thing. But now when we're talking about men and women in the workplace, all of a sudden, sexual desires is something that needs to be suppressed and something that men are to be shamed for. Also, something else I just realized while typing that. Now, seems as though the tables are turned. Women are now applauded for their sexual prowess, and men are now shamed for it. Now, men who have sexual urges are shamed because, ""they are weak and can't control themselves"".",0,FALSE,0,,,,,,,/Negative/,Negative,0.9
UgwJg8R-gksZQYm-NsV4AaABAg,01man01truck,1 month ago,1.51E+12,"Here right though. No matter how wrong you think the reality is, he's right.",3,FALSE,0,,,,,,,/Negative/,Negative,0.49
Ugy7CgWP0tfSxb_HkfF4AaABAg.8_17Dy1VybF8_1AdffmS61,01man01truck,1 month ago,1.51E+12,"Ed GeExactly",0,,,,,,,,,/Negative/,Negative,0.602
UgwSKuK6fxMe9QaI3Hh4AaABAg.8_18hQTJP8Z8_19onetjm7,01man01truck,1 month ago,1.51E+12,"Pacino Heat Hell, have they ever seen Instagram? The amount of followers a woman gets just for having a fat ass. Even if it's a fake one.",0,,,,,,,,,/Negative/,Negative,0.961
UgzT-m_o5QEkRIyZ4Qh4AaABAg.8_17SRrTjB28_1AbXrLUfZ,01man01truck,1 month ago,1.51E+12,They want to be equal for all the things they like.,0,,,,,,,,,/Positive/,Positive,0.971
UgznwoibB8xO2sYc3Hh4AaABAg.8_17V9HHama8_1AX8DSUBJ,01man01truck,1 month ago,1.51E+12,"Frobeus NS Ditto",0,,,,,,,,,/Negative/,Negative,0.461
UgyfyEkEPqgaol37kLd4AaABAg,0212003driver,1 month ago,1.51E+12,Armenians,0,TRUE,1,,,,,,,/Negative/,Negative,0.461
