,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes,/Negative/,Negative,0.333
UgzKzKar2daSgaKfj3t4AaABAg,Peter Becker,12 hours ago,1513546818277,"Ahh no!, I wish these turks would go spread their crap about their leader Erdogan.",0,false,0,,,,,,,/Positive/,Positive,0.578
UgwpugMEPrJXXz5izJx4AaABAg,Roedy Green,1 day ago,1513503618282,"The FBI, CIA and the intelligence community are thousands of people. Even if a few of them are incompetent, the results are at least designed to protect US interests. Putin says what is best for Russia/Putin.",0,false,0,,,,,,,/Negative/,Negative,0.496
Ugx2Q4AYKZh7wJ_OY1p4AaABAg,Roedy Green,1 day ago,1513503618295,"This is madness. Putin has nukes trained on the US, enough to level it.  Putin meddled with the 2016 election.  Trump has not even made it a priority to block more of Putin's meddling. Trump has been horsetrading reducing sanctions for help winning elections. Putin has murdered dozens of people. He is a dictator. It is not healthy letting him get his hooks into the White House.",0,false,0,,,,,,,/Positive/,Positive,0.506
UgySYapvtYAQsOiSEyF4AaABAg,伊藤博文,1 week ago,1512985218300,"You should know who sold Uranium mine to Russia.  CIA works for the global mafia, so called deep state.",0,false,0,,,,,,,/Positive/,Positive,0.416
Ugw1gD4lJvsR3iTU88Z4AaABAg,John Carey,2 weeks ago,1512380418304,Another stupid assumption from the young Jerks. The progressive movement AKA the bowel movement,0,false,0,,,,,,,/Negative/,Negative,0.98
UgzbxHD7ouaWbVNtUaF4AaABAg,LOON,3 weeks ago,1511775618308,"Ana, are you okay? You sound like you just got over being sick. :( Get well soon, girl!",0,false,0,,,,,,,/Negative/,Negative,0.996
UgxofjxdFs9Nb41lfpp4AaABAg,Oleg Ushyarov,4 weeks ago,1511170818319,Young turds defending the C.I.A hahahahhaha🖕,0,false,0,,,,,,,/Positive/,Positive,0.582
UgxaioRN53Q4-CUOBzN4AaABAg,Oleg Ushyarov,4 weeks ago,1511170818324,Young turds are a mouthpiece propaganda for the left. 💯,0,false,0,,,,,,,/Negative/,Negative,0.941
UgyFnxQIuyX1cvLQ3NV4AaABAg,Oleg Ushyarov,4 weeks ago,1511170818327,I trust Putin over any American government or intel agency. 💯,0,false,0,,,,,,,/Positive/,Positive,0.592
UgwMXK6s8MUhtvbz0Sx4AaABAg,Silver Crusader,1 month ago,1510998018332,Trump that traitor must die,0,false,0,,,,,,,/Positive/,Positive,0.873
Ugz7Qn9RdadNBVhUKCZ4AaABAg,Peter Starzomczyk,1 month ago,1510998018336,Keep trying to make up this so called collusion story and the democratic party will never win another election again.  I still can't believe that after more then a year they are still trying to pin anything to Trump.  This is just a wild goose chase at this point.,0,false,0,,,,,,,/Negative/,Negative,0.992
UgxQ4ofEMX_mLkdxOD94AaABAg,Jesse R,1 month ago,1510998018348,Fake News  Fake people  Trump is  your President.  Like it or not. Remember  Trump is  against the  Stablesment  not to you  fake Media.,0,false,0,,,,,,,/Negative/,Negative,0.91
UgytNiaSzHUCZhmYEiF4AaABAg,d.u.g. Drilly,1 month ago,1510998018352,"more digital phones, more pay phones",0,false,0,,,,,,,/Negative/,Negative,0.977
UgwyjvwLi4FiE3qvh6N4AaABAg,d.u.g. Drilly,1 month ago,1510998018356,Trump is a Nazi,0,false,0,,,,,,,/Positive/,Positive,0.996
UgzfAWtWysH4-TvwHcB4AaABAg,darcanjel7,1 month ago,1510998018360,"Hey guy on the couch? Did you collude with Russia to kill killer, B.
Guy on the couch: Grumble grumble.
For some reason, I believe him, B.",0,false,0,,,,,,,/Neutral/,Neutral,0.662
UgyUoWJrSgXYtVUZnaV4AaABAg,Lawrence McArthur,1 month ago,1510998018372,You have a cold Anna! Here we would fondly class you as a little Aussie battler. Favourite personality.,0,false,0,,,,,,,/Positive/,Positive,0.969
UgzLJqxQ1jw4UMoNmMh4AaABAg,alejoeisabel,1 month ago,1510998018377,THERE IS NO EVIDENCE. THIS IS A FALSE FLAG. IT IS FAKE NEWS. No one interferes more in US elections than the Israeli lobby. They own our government. US taxpayers pay more for Israel's military than do Israeli taxpayers. Why not talk about Netanyahu's intervention in our government? Israel has more influence in our government than the people of the United States.,0,false,0,,,,,,,/Negative/,Negative,0.971
UgxoBB-Iet4yfl4hmlp4AaABAg,Beard Bro,1 month ago,1510998018380,Tyt fake news! These are the people who told you Trump wouldn't be president...Lmfao😁😂,1,false,0,,,,,,,/Negative/,Negative,0.998
UgxMKl-9KcVPyqRwptN4AaABAg,Forum Borealis,1 month ago,1510998018385,You're not able to be Trump critics without being mouth pieces for the Intel criminals. What a shame.,0,false,0,,,,,,,/Negative/,Negative,0.775
UgwJbEvsKr7OO-vgrZ54AaABAg,Kitarae Ganymedess,1 month ago,1510998018389,"Millions of American people trust Putin over our own government.
Try learning the real history of America and the world.
You all show your true ignorance when you open your mouths

 The Young Turks wouldn't know that because they already sold  their soul.
 They've been touching their toes over the last 6 months and getting it hard 

Million knows The Young Turks have been flipped  roll over  pinned to the wall.

The Young Turks are the puppets for alternative propaganda,  main media, politician, Hollywood, the music industrial, any damn thing the Puppet Masters tell them to do.

 The Puppet Masters is all about image.  young people  was needed to try to pull in and lie to the Younger Generation.  There are millions that have awaken and they know the The Young Turks are full of s***.

The Young Turks uses subliminals images provided to them by the main media.
 They echoing the same messages as the main media almost word for word.

They had some jerk off Young Turks tell people that Chemtrails are only being sprayed to get rid of mosquitoes 
I don't even want to tell you the remarks that came back on this guy they ripped a hole in his ass, but he should be use to that.
The only difference they didn't need to use Vaseline

There's no getting out of it.
 They are the slaves of the Puppet Masters.

Sit back and enjoy the show because we are now in the Era of Aquarius 
All secrets will be revealed 
You might see some Young Turks  walking on the red carpet of the blood sacrifice because that's what they sold their body and soul for.
Selling your body and soul for fortune and fame in the Era of Aquarians is the dumbest thing that anyone can do.

Aquarius is not only the Era of 
1. all secrets will be revealed
2.  era of high vibration; all of you are now low vibrating creatures 
3. Aquarius is the era of Karma 

The Young Turks no longer exist 
You are the  puppets of the low vibrating Puppet Masters

THEIR KARMA IS THEIR OWN
Soon someone is going to have to pay for all those millions they received with a sacrifice",0,false,0,,,,,,,/Negative/,Negative,0.736
UgwfYgbI8ymmQyitMjR4AaABAg,Ingo Vollmer,1 month ago,1510998019166,"I personally would trust putin more, than any US intelligence. US intelligence have been in the habit of lying and deceiving for decades. They are rotten to the core. America has continually lied to the world. That's the US business model, not Russia.",0,false,0,,,,,,,/Negative/,Negative,0.875
Ugw6UGiVrG0lnqXOATJ4AaABAg,Thomas Schmidt,1 month ago,1510998019171,"we already know.......""that TRUMP trusts PUTIN  MORE THAN American Intelligence"".........",0,false,0,,,,,,,/Positive/,Positive,0.756
Ugyi3r4iePkb5yr2Kst4AaABAg,JB252,1 month ago,1510998019175,Trump deserves the death penalty.,0,false,0,,,,,,,/Positive/,Positive,0.988
UgxmKWdTxQrBX5arp554AaABAg,LA One,1 month ago,1510998019179,"Ana slipped with ""Putin, I mean Trump"" lol there's a difference?
👹👹",0,false,0,,,,,,,/Negative/,Negative,0.881
UgzHgP_XxdsBvrvD3-V4AaABAg,LA One,1 month ago,1510998019193,It's the Russian Deutsche bank speaking through the chip Putin implanted in Trump's brain.,0,false,0,,,,,,,/Negative/,Negative,0.516
Ugw5L6165BU6gGUGmql4AaABAg,Balkanishenjebach,1 month ago,1510998019199,-.-,0,false,0,,,,,,,/Neutral/,Neutral,0.998
UgwTJAfaxowkkakmbH94AaABAg,Brenda Ball,1 month ago,1510998019203,"After seeing the alphabet groups cover for Hillary and Obama,I believe Putin myself. What is the difference? Our CIA meddles in all elections.",0,false,0,,,,,,,/Negative/,Negative,0.561
UgzZBZSMNH8Z2CF73r54AaABAg,Artiom Beknazaryan,1 month ago,1510998019207,"Trusting CIA? :) lol the church of satan brought less misery to this world than so called ""us intelligence"".",0,true,1,,,,,,,/Positive/,Positive,0.99
,,,,,,,,UgzZBZSMNH8Z2CF73r54AaABAg.8ZzjLtaPkFt8ZzuFcGHiE6,Artiom Beknazaryan,1 month ago,1510998019707,"The Jimmy Dank Show whom do you call ""white supremacist""? Please specify.",0,/Neutral/,Neutral,0.902
UgyyZmFOnR5CK0Cy6-F4AaABAg,Matthew Fudge,1 month ago,1510998019224,"Get comfortable, people.  Trump isn't going anywhere.  If he really was gonna be impeached, it would've happened by now.  Trump didn't just happen.  He's the result of 400 years of institutionalized racism.  Chickens do indeed come home to roost.",0,false,0,,,,,,,/Negative/,Negative,0.682
UgwykLMa8JVGNvdboPJ4AaABAg,Gregory Wonderwheel,1 month ago,1510998019228,"If Putin denies ""he"" ordered meddling, then I would believe Putin over the NSA and CIA.  That is probably accurate. If you ask Trump if ""he"" ordered a certain drone strike, then he can honestly say ""no."" That is how the politicians operate.  The national leaders hide behind not being personally involved in these decisions, so they can stand up and honestly say they did not do it. All USA presidents do this including Obama. Clapper is a proven liar. The CIA and the NSA are proven liars.  Trump is a proven liar. Putin is a proven liar. Obama is a proven liar.  Cenk, I usually agree with you, but here you are using a double standard to say that Putin always lies, but the CIA sometimes doesn't lie.  When you hear Putin talking about world affairs and events, he usually tells the truth far more than the CIA does.",0,false,0,,,,,,,/Negative/,Negative,0.607
Ugyx2by6Y1cVTrMEBdV4AaABAg,Michael Coville,1 month ago,1510998019232,"Isn't it a funny coincidence that Trump refuses to stop praising his beloved hero Putin at every opportunity, even to the point of committing what anyone else would call treason, even while he's under investigation for his political and financial ties to the Russian government and Putin's favorite oligarchs? Why does Trump continue to behave exactly like a man who is in deep financial and political debt to Putin would behave, I wonder? It must just be a fluke.",0,false,0,,,,,,,/Negative/,Negative,0.537
UgzLkRvQDQd3GBKRVHt4AaABAg,Skogshuggaren Heggi,1 month ago,1510998019237,"Lol, you people trust the intel community all of a sudden, dont complain about iraq war ever again lmao.",0,false,0,,,,,,,/Positive/,Positive,0.557
Ugyvn89dBwrJw3PE3ol4AaABAg,Vernette Mills,1 month ago,1510998019249,As A Sander Supporters I Trust Putin Over C.I.A. F.B.I And NSA,1,true,1,,,,,,,/Positive/,Positive,0.746
,,,,,,,,Ugyvn89dBwrJw3PE3ol4AaABAg.8ZzLzsmYSPx8ZzufD1W1rB,The Jimmy Dank Show,1 month ago,1510998019584,"what does ""as a bernie supporter"" matter? sam seder is a ""bernie supporter"" too and he will suck democrat dick all day.
to trust putin is to trust white supremacists.",0,/Negative/,Negative,0.707
Ugyu2x7IaoWS1NkNEUh4AaABAg,david white,1 month ago,1510998019254,this could be his DUMBEST statement can you imagine how much putin would be laughing at this orange man idiot,1,false,0,,,,,,,/Negative/,Negative,0.531
UgxNFLrxPTTkErzcsml4AaABAg,DavidMillsSeven,1 month ago,1510998019258,Always follow the money. The Russians saved Trump from his worst bankruptcy. It's that simple.,2,false,0,,,,,,,/Negative/,Negative,0.998
UgxduzttgVHfrWwob_J4AaABAg,Nobody From Nowhere,1 month ago,1510998019263,"What I mean Putin is smart guy and more trust worthy than US politician but he is a leader of an opposing state. 
Man Trump is incompetent.",0,false,0,,,,,,,/Negative/,Negative,0.758
UgyVgc0cTisiZBgOg1t4AaABAg,jack johnson,1 month ago,1510998019266,"He certainly trusts Putin over Clapper...Brennan and Comey....if that`s what you`re asking.
Those CLOWNS were asleep at the wheel when Putin invaded 2 countries and took them over....meanwhile Ovomit and Big Mike played ""Light Saber"" fights with their penises.
And sold them Uranium to boot....Now who is in Putin`s pocket and who isn`t.",0,false,0,,,,,,,/Positive/,Positive,0.811
UgzFN8yK4H2WaBRdneR4AaABAg,k dark,1 month ago,1510998019279,CIA is CORRUPT AF and the Puppies of the Zionist evil Israhell and Saudi evil,0,false,0,,,,,,,/Negative/,Negative,0.82
Ugw0wNUhd9u_WB8l2-p4AaABAg,Dennis Burbank,1 month ago,1510998019283,"President Tump just wins !  President Trump is right.. Why the hell would you defend the CIA , if they are responsible for Political Hacks  and the JFK assassination.   These 2 News Turk jerks are sooo prejudice they defend proven deception with possible deception.. smh smh they still mad Trump won the election !  lmao hahahhaahahah Cry babies !",0,false,0,,,,,,,/Negative/,Negative,0.518
UgwixrWcj70kNQIO_y14AaABAg,Dennis Burbank,1 month ago,1510998019287,"I trust Putin more than the CIA , FBI and NSA !   The CIA we just found out was responsible for the JFK Assassination !  The CIA trains Taliban fighters and arms them.  The CIA sells drugs back to the Mexican Cartels..The CIA is a corrupt organization.",0,false,0,,,,,,,/Negative/,Negative,0.666
UgxcZIR-HLTe9nHWJVN4AaABAg,david smith,1 month ago,1510998020514,You praise me so I like you u disagree with me ur fake news sounds like a lil child to me,0,false,0,,,,,,,/Positive/,Positive,0.684
UgyePWmaK17AMY921WJ4AaABAg,Craig Sips,1 month ago,1510998020539,I trust Putin over US intelligence agencies.,0,false,0,,,,,,,/Negative/,Negative,0.93
Ugyf4eT81Bek5XRNMK14AaABAg,Blake Bayne,1 month ago,1510998020549,Trump said that he believes Putin but he also believes in his intelligence agencies.  This is fake news and absolutely bullshit brainwashing.,0,false,0,,,,,,,/Negative/,Negative,0.732
Ugzr2M94QMypk4zLo_B4AaABAg,Typical NormalPerson,1 month ago,1510998020556,My knee grows,0,false,0,,,,,,,/Negative/,Negative,0.953
UgzfDHjB_guEs6zkXmp4AaABAg,MetaView7,1 month ago,1510998020560,what about C-H-I-N-A ? He talked so much about China ripping off USA. What has he done?,0,false,0,,,,,,,/Neutral/,Neutral,0.785
Ugx6Qm7JmrUj9DBf8W94AaABAg,Verene Kerst,1 month ago,1510998020575,And by the below comments another bunch of Idiots 🤣,0,false,0,,,,,,,/Negative/,Negative,0.998
UgwYlgA4OOI00d_4ICx4AaABAg,Dad Korhonen,1 month ago,1510998020580,You guys glomming onto this nonsense is disheartening.,0,false,0,,,,,,,/Negative/,Negative,0.953
