,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes,/Neutral/,Neutral,0.99
UgybSRVqyPbSWd6j4nx4AaABAg,Salman Memehood,2 weeks ago,1512417176702,India needs to ban sex,7,false,0,,,,,,,/Negative/,Negative,0.996
UgzQNOR348uLTBc8_qp4AaABAg,Salman Memehood,2 weeks ago,1512417176729,superpower by 2020,5,true,1,,,,,,,/Negative/,Negative,0.986
,,,,,,,,UgzQNOR348uLTBc8_qp4AaABAg.8_VzLAkf7pj8a9-KUQ6HMY,panda in a bambo,4 days ago,1513281177080,Salman Memehood please no personal hate here,0,/Negative/,Negative,0.994
UgzvA2us623-h77Ls1V4AaABAg,Raidiar,3 weeks ago,1511812376734,"Fake western media, always blame china for pollution, maybe you should take objective look at all the countries including india not just china.",1,false,0,,,,,,,/Negative/,Negative,0.926
Ugx9bO1GY2Y_uOo8xC14AaABAg,4869 APTX,3 weeks ago,1511812376737,Fallout 4 DLC India,1,false,0,,,,,,,/Positive/,Positive,0.842
UgwpBoQ_L5_v8zPj2154AaABAg,TremereTT,1 month ago,1511034776740,"There you see how china and india are enjoying their ""unfair advatange"" , how Trump calls it. If only the Tokyo or Paris climate deals would give USA such admirable privilege.",3,true,2,,,,,,,/Positive/,Positive,0.533
,,,,,,,,UgwpBoQ_L5_v8zPj2154AaABAg.8_2McaDV54Q8_iV0lBEwxq,Mehul Jain,2 weeks ago,1512417177152,"TremereTT are you aware of the concept of per capita? If you're a Trump supporter, I wouldn't expect it.",0,/Negative/,Negative,0.99
,,,,,,,,UgwpBoQ_L5_v8zPj2154AaABAg.8_2McaDV54Q8_ixJ9CO_dg,TremereTT,2 weeks ago,1512417177155,"+Mehul Jain I hope for you that you are just trolling me!
In case you are actually ot trolling me, either even worse in English than me or you should look-up the concept sarcasm!
I'm German and my comment was mocking people like Trump who are actually envious for not having cities that are actually polluted deathzones.
What is there to envie about? It's stupid ""right"" to be able to pollute the hell into the air you want to breathe. It's like insisting to have the right to hit yourself in the face with abig hammer. Why would you want that?",0,/Negative/,Negative,0.9
UgyplU_3By1XRvCe5L94AaABAg,DemonLordChaos,1 month ago,1511034776743,"Pfft, New Delhi just needs to give everybody guns; if everyone had guns they'd just go and kill off the people responsible for ruining the environment, and redistribute their wealth, right? RIGHT!?",4,false,0,,,,,,,/Negative/,Negative,0.869
Ugx62bK0b_dN3t6NwT54AaABAg,Jon Davy,1 month ago,1511034776747,Non white people,3,false,0,,,,,,,/Negative/,Negative,0.99
UgzkyERGdAKbNBliwD54AaABAg,Karlos Jeffers,1 month ago,1511034776751,IN SCIENCE WE TRUST,2,false,0,,,,,,,/Positive/,Positive,0.637
UgzbHwSosxRNrKj3DwR4AaABAg,arcticblue248,1 month ago,1511034776754,Wow .. you managed to throw in Trump in this too ? :-) fun,3,true,2,,,,,,,/Positive/,Positive,0.98
,,,,,,,,UgzbHwSosxRNrKj3DwR4AaABAg.8_14Mtiax2E8_4xjxjU1T7,Koskos Ehecatl,1 month ago,1511034777187,arcticblue248 Wow you have no knowledge of trump's policies. :] sad.,2,/Negative/,Negative,0.994
,,,,,,,,UgzbHwSosxRNrKj3DwR4AaABAg.8_14Mtiax2E8_KcWQB5JMK,Andrew C,3 weeks ago,1511812377190,Trump's approach to the environment will turn American cities into versions of New Delhi.,1,/Positive/,Positive,0.602
