,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes,/Negative/,Negative,0.333
UgyUD956lDeVZdSwSX94AaABAg,dusty rhodes,3 hours ago,1513544506564,"The GOP is power first, morality is important only if it leads to power.",0,false,0,,,,,,,/Negative/,Negative,0.473
UgxcmUI8eqTSJ1j20_x4AaABAg,Mark Harris,2 days ago,1513382506567,"I wish we had a Cenk and Ana in the U.K., they are both passionate, highly intelligent and have the ability to think on their feet. I know there are other phenomenal presenters on this channel but these two are the best of the best for me. I won’t get involved in American politics per se, but when talking about old pervert I think they are talking about a world wide problem.",0,false,0,,,,,,,/Positive/,Positive,0.936
Ugxu5LOu7069FWddeO14AaABAg,MRS PROGRESSIVE- DEMOCRATIC MOM!,3 days ago,1513296106571,"Don't worry sweetie,THE PEDOPHILE ROY MOORE LOST TO DOUG JONES. Women with kids under 18,voted for Jones 66% to 32%.DOUG JONES WON!",2,false,0,,,,,,,/Negative/,Negative,0.664
UgxKZzqo8OKryF1-7EB4AaABAg,spinemelter2000,1 week ago,1512950506574,"Christian Republicans will vote for a senator they wouldn't want within a five-mile radius of a Sunday School. They say it's because of policy. Unfortunately, today's Republican party's policy on child molestation is that they support it.",2,false,0,,,,,,,/Negative/,Negative,0.908
Ugzb62omm6UeNTFfXdl4AaABAg,James Calloway,1 week ago,1512950506584,This is an absolutely unverified story. Take it down or risk your reputations.,1,true,1,,,,,,,/Positive/,Positive,0.881
,,,,,,,,Ugzb62omm6UeNTFfXdl4AaABAg.8_tQe5zqn618a8GbYVabrm,MRS PROGRESSIVE- DEMOCRATIC MOM!,3 days ago,1513296107029,"Is more than verified, your pedophile buddy Roy moore Lost to doug Jones. How do you like them apples.",1,/Negative/,Negative,0.492
UgzBpB_hDCjlTg0RGuZ4AaABAg,Mister Twister,1 week ago,1512950506588,"""you are fake news"" -President Donald Trump",1,false,0,,,,,,,/Negative/,Negative,0.998
UgzBXkVVlVAAHZ3BEVF4AaABAg,jayzon Rosario,2 weeks ago,1512345706591,Lmsoooo u guys are so dum or clearly misleading,1,false,0,,,,,,,/Negative/,Negative,0.889
UgxsyjfRG2WLE-RmFcx4AaABAg,Dee Elliott,2 weeks ago,1512345706595,There is no back too the old hickory resturaunt! Outs fenced yards for houses in back,1,false,0,,,,,,,/Negative/,Negative,0.98
Ugx0xK0WD1MDuUUPm3l4AaABAg,Dee Elliott,2 weeks ago,1512345706598,Cording to mall manager of 25 years...he was not banned! Also he had no reports or complaints about him,0,false,0,,,,,,,/Negative/,Negative,0.984
UgyPFyyYtEM-bv8aToB4AaABAg,Sanctus Manifesto,2 weeks ago,1512345706608,The restaurant was also DEBUNKED.,0,false,0,,,,,,,/Positive/,Positive,0.994
UgxuJAN3Xr7tE2f3w6t4AaABAg,jack johnson,3 weeks ago,1511740906611,FAKE NEWS....a sitting Deputy DA not allowed in a mall because he was chasing around teenagers.....COME ON...that doesn`t even pass the laugh test. Only a imbecile TYT viewer would believe that BULLSHIT....what happened to common sense.,1,true,7,,,,,,,/Negative/,Negative,0.988
,,,,,,,,UgxuJAN3Xr7tE2f3w6t4AaABAg.8_HHu-3KObr8_HlWSry9Ab,s borden,3 weeks ago,1511740907139,fox news and other various conservative leaning news and radio stations have also reported on this issue. They can ban anyone they want including a Deputy DA or the DA himself. What happened to common sense?? And who would believe a story verified by a number of the mall employees of that time period???....Conservative media not just tyt. Welcome to the world of fact not fiction. It will be a hard adjustment for you.,4,/Negative/,Negative,0.568
,,,,,,,,UgxuJAN3Xr7tE2f3w6t4AaABAg.8_HHu-3KObr8_HqA7okoAZ,jack johnson,3 weeks ago,1511740907142,Baloney...what fantasy land do you live in. LMOO...First it would of been in EVERY newspaper a every news program in the state let alone the country. You libturds are certainly a gullible bunch...you believe everything you read or hear. That`s why you`re so EASY to beat.,0,/Negative/,Negative,0.812
,,,,,,,,UgxuJAN3Xr7tE2f3w6t4AaABAg.8_HHu-3KObr8_Teo3_nV20,Desiree Loveros,2 weeks ago,1512345707146,jack johnson triggered much?,4,/Neutral/,Neutral,0.752
,,,,,,,,UgxuJAN3Xr7tE2f3w6t4AaABAg.8_HHu-3KObr8_U1gzuIXvW,jack johnson,2 weeks ago,1512345707158,"Triggered by WHAT?.....we`re WINNING!!!!
Moore will WIN in a LANDSLIDE.",0,/Negative/,Negative,0.564
,,,,,,,,UgxuJAN3Xr7tE2f3w6t4AaABAg.8_HHu-3KObr8_Ucv1fAQJx,Vera,2 weeks ago,1512345707161,+jack jonson How are you winning?? The GOP has said they will depose of Moore if he gets elected. The Conservatives/Republicans are against Moore..do you not understand how much of a shit show this has become?? Jack Johnson supporting pedophilia by a landslide is not winning..it is you moral decay showing. At least conservatives/Right wing stands against you. And even ivanka trump has said there is a place in hell for people like roy moore. If she is right then Your moral decay is taking you there as well.,4,/Negative/,Negative,0.949
,,,,,,,,UgxuJAN3Xr7tE2f3w6t4AaABAg.8_HHu-3KObr8a8Gn3ZGyxC,MRS PROGRESSIVE- DEMOCRATIC MOM!,3 days ago,1513296107164,"jack johnson Fake news, is that why the PEDOPHILE ROY MOORE LOST TO DOUG JONES. PERHAPS YOU ARE A CHILD RAPIST, AND A PEDOPHILE YOURSELF.",2,/Positive/,Positive,0.92
,,,,,,,,UgxuJAN3Xr7tE2f3w6t4AaABAg.8_HHu-3KObr8a8J95RhxTg,jack johnson,3 days ago,1513296107167,"WOW...that hurt.....MORON.....ROTMFFLMOO
Jones won by less than 1.5% by accusing his opponent of CHILD MOLESTATION.....WTF....he should of won by 40%!!! 
That`s how PATHETIC Jones is as a candidate.....LOSERS.",0,/Positive/,Positive,0.785
UgwiCAW8MytBIzRhjuN4AaABAg,J. Muller,3 weeks ago,1511740906615,Anyone remember any malls 40 years ago?,1,true,1,,,,,,,/Positive/,Positive,0.77
,,,,,,,,UgwiCAW8MytBIzRhjuN4AaABAg.8_H4ilUkF7z8a9uIvfWu-b,Heather Lynch-Fowler,3 days ago,1513296106944,Yes I do.  I went to one called Machesney Park mall all the time.,0,/Neutral/,Neutral,0.418
UgwXOoYy4nGpPoRI1gB4AaABAg,kajani,3 weeks ago,1511740906620,"I have 3 daughters and 2 granddaughters. Decades ago I dealt with a predator face-to-face and had him arrested. Disregard the mall. Simple question for any reporter worth their salt. The women who came forward. Is there a majority with a common thread? Single parent children or otherwise in a scenario with a weaker family structure? Predators look for adult weaknesses to avoid the obvious. I see one girl was approached outside a courtroom while the mother went in regarding custody issues. Having said this, a town was dealing with a local DA. nuff said.",2,false,0,,,,,,,/Negative/,Negative,0.725
Ugy9BUD4dggEosnECdV4AaABAg,jack johnson,3 weeks ago,1511740906633,"Ana looks like somebody just ""did her"" in a Janitor`s closet....this is FAKE NEWS. Turns out there was ANOTHER man who was a Judge that WAS BANNED at this very same time. He has since passed away....more than likely THIS IS THE GUY that was banned NOT MOORE. Funny how in the last 40 years not a SINGLE ADDITIONAL incident....hmmmm?",1,true,3,,,,,,,/Negative/,Negative,0.979
,,,,,,,,Ugy9BUD4dggEosnECdV4AaABAg.8_F8NkkHwjI8_Hk8MvF40s,s borden,3 weeks ago,1511740907072,"thats because he was married for the last 30 years. Thats why it stopped, however there are allegations of him abusing some of his staff. As for his wife, he said he noticed her when she was underage...15 years old. Thats just how it is..he had an appetite for underage girls, had a long list of victims and then calmed down after marriage. You are supporting a child molester.",1,/Positive/,Positive,0.721
,,,,,,,,Ugy9BUD4dggEosnECdV4AaABAg.8_F8NkkHwjI8_HldX3O5hO,jack johnson,3 weeks ago,1511740907084,"Or maybe it`s all bullshit...there is no ""long list"" of victims. Being married didn`t stop Bill Clinton and Anthony Weiner.",0,/Negative/,Negative,0.93
,,,,,,,,Ugy9BUD4dggEosnECdV4AaABAg.8_F8NkkHwjI8_HmJobiEt5,s borden,3 weeks ago,1511740907087,+Jack Johnson  Long list?? Are you serious?? That's how your mind works?? There is 7 victims that have come forward. Even one is too much. He was in his 30's looking to hook up with random girls; but he liked them young and underage. Eventually he married a woman much younger than him and it stopped however groping women in the office continued. You are supporting a child molester and sexual harasser.,1,/Negative/,Negative,0.543
UgyS-fICLUnnqZ4x35l4AaABAg,dj C,3 weeks ago,1511740906637,"tyt pushing fake news, mall manager said he was never banned moore from the mall",2,false,0,,,,,,,/Negative/,Negative,0.99
UgwR8muhsMN1putut2Z4AaABAg,NC,3 weeks ago,1511740906640,"Anyone that committed to hating on huge groups of people for their sexual orientation tends to have some sexual proclivities that would not stand up to the court of public opinion.

And his supporters who say that they'd vote for him even if he had done everything he's accused of, well, they worship at the altar of R rather than Jesus.",3,false,0,,,,,,,/Negative/,Negative,0.5
Ugzoxd-YC4xEUqyOO5B4AaABAg,zepbigfoot bearcove,4 weeks ago,1511136106644,These are people being paid by WaPo Jeff Bezos who sells and profits off of pro pedophillia literature.,2,false,0,,,,,,,/Negative/,Negative,0.932
UgzsFNsx-3hgBnWezed4AaABAg,Joy Bradford,4 weeks ago,1511136106655,Roy Moore doesn't think that the law applies to him in any area of his life. Know that!,3,false,0,,,,,,,/Negative/,Negative,0.809
UgxtYOvcJOc0zUgUf6x4AaABAg,hermenutic,4 weeks ago,1511136106659,From what I've been reading in the mainstream media this kind of behavior is socially acceptable in that area of the U.S.,4,false,0,,,,,,,/Positive/,Positive,0.77
UgzbaPndWcMqtkCeArJ4AaABAg,TheGuerillapatriot,4 weeks ago,1511136106662,"LIES, TYT, RETRACT.",2,false,0,,,,,,,/Neutral/,Neutral,0.398
UgyitQL80tfkkq7eowJ4AaABAg,TheGuerillapatriot,4 weeks ago,1511136107885,"Hoax, story has imploded.",2,false,0,,,,,,,/Positive/,Positive,0.84
