,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes,/Negative/,Negative,0.333
Ugw7ZnjVjIhaKr0e30t4AaABAg,CButtonshaw,1 week ago,1512980084888,So many guns issues that you can't get to them all.... says something about America.,0,false,0,,,,,,,/Negative/,Negative,0.734
UgzVPin44rF86HqUqRx4AaABAg,Yushunao Xcent,2 weeks ago,1512375284892,All these white killers,1,false,0,,,,,,,/Positive/,Positive,0.725
UgwzPMo83YcNdq6GG_p4AaABAg,Akiho Daijou,3 weeks ago,1511770484894,Rancho Tehama Shooter Had History,0,false,0,,,,,,,/Positive/,Positive,0.561
Ugw30U07TU9EM5arEsF4AaABAg,Mery Love,3 weeks ago,1511770484897,Those people would still be alive today if  that man was the right color. Only then would cop have broken down his door for probable cause.,1,false,0,,,,,,,/Negative/,Negative,0.699
Ugwh9iCB8kaJISRITPt4AaABAg,Curt Christensen,3 weeks ago,1511770484901,another liberal on a shooting rampage,0,true,1,,,,,,,/Neutral/,Neutral,0.508
,,,,,,,,Ugwh9iCB8kaJISRITPt4AaABAg.8_H8hoZ3zzg8_VA_lnhQbn,Anonymous Lel,2 weeks ago,1512375285387,Curt Christensen republican,0,/Positive/,Positive,0.453
UgyQoZXQfISZxHvm_gZ4AaABAg,Kill Kill,3 weeks ago,1511770484904,"If people start killing NRA board of directors,shit will change",1,true,2,,,,,,,/Negative/,Negative,0.93
,,,,,,,,UgyQoZXQfISZxHvm_gZ4AaABAg.8_H005jDre-8_H8o0EADDG,Curt Christensen,3 weeks ago,1511770485407,"Jesus Christ 
hey Jesus, when are you coming back? things are getting crazy down here.",0,/Negative/,Negative,0.447
,,,,,,,,UgyQoZXQfISZxHvm_gZ4AaABAg.8_H005jDre-8_HIFsOUVAc,vaagventje,3 weeks ago,1511770485412,according to the NRA this is impossible. because the NRA has guns to. so in there logic they are perfectly save. i say lets try it! lets test there safetey :D,0,/Positive/,Positive,0.986
UgxY0MipWpPHmrL5ubh4AaABAg,Kill Kill,3 weeks ago,1511770484908,Cop are scared,0,true,1,,,,,,,/Negative/,Negative,0.801
,,,,,,,,UgxY0MipWpPHmrL5ubh4AaABAg.8_H-UX-sXt18_IVL_nMahf,Mike EUGINE,3 weeks ago,1511770485368,bitch you scared,0,/Negative/,Negative,0.998
UgxijCUi-7E35ZVtEyp4AaABAg,EnderZ13,3 weeks ago,1511770484911,But the REAL question is Was he a Leftist? Was he part of Antifa? Those are the burning questions we need answered so we can go equivocate and equalize violence.,1,false,0,,,,,,,/Positive/,Positive,0.449
UgxfVGiRLZYnJAFNCEN4AaABAg,fatherhooduncensored,3 weeks ago,1511770484914,Wait. A man with a history was not stopped by gun control? But gun control is suppose to stop this kind of thing.,0,true,2,,,,,,,/Negative/,Negative,0.998
,,,,,,,,UgxfVGiRLZYnJAFNCEN4AaABAg.8_EXnaYcuyD8_F4cMAYGmT,Mery Love,3 weeks ago,1511770485335,fatherhooduncensored what gun control? LoL,1,/Negative/,Negative,0.807
