,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes,/Negative/,Negative,0.333
Ugw55L22EINZ7Dn6Bnt4AaABAg,David Rothschild,4 days ago,1513240820863,Freedom of speech.. which is our First Amendment right for all Americans no matter what you say.,0,false,0,,,,,,,/Positive/,Positive,0.99
Ugy9vAH2x80UvL2AoKh4AaABAg,cathy smith,1 week ago,1512981620866,"The Bible tells us to LOVE one another...It also tells us to LOVE our enemies...Karen , all you and your husband are doing is spreading HATRED and animosity toward one another....I hope Gods wrath comes down on you 10-fold...You Reap what you sow.",0,false,0,,,,,,,/Positive/,Positive,0.986
Ugx-VxTPHX9uL_nMuut4AaABAg,I Insult the prophet,2 weeks ago,1512376820869,Lock him up! You have the right to protest. Go ahead and join your triggered friends in antifa. You do NOT have the right to show off obscene things in public. You do not have the right to strip down naked and run around in public. Lock him up! And throw away the key...,0,false,0,,,,,,,/Positive/,Positive,0.877
Ugxy8ttwqtLoAPkSui94AaABAg,Pat Beaudry,2 weeks ago,1512376820872,As usual Texas cops acts like a doc.,0,false,0,,,,,,,/Negative/,Negative,0.926
Ugzgp6K2ScKzXcijTRR4AaABAg,Yushunao Xcent,2 weeks ago,1512376820875,Another hero,0,false,0,,,,,,,/Negative/,Negative,0.998
UgyZ_XvYhCY633ud9Rx4AaABAg,Scott H,3 weeks ago,1511772020877,"What's your problem?  As a White woman, you think privilege will prevail? For some reason you think YOU'LL be OK if you go South?  You're insane.  GO. GO NOW. Go like Vice girl. GO. Make a name.",0,false,0,,,,,,,/Neutral/,Neutral,0.574
UgzqTd_8HlnPNd-xyyl4AaABAg,frisco21,3 weeks ago,1511772020880,"The window sticker is protected speech under the law.  If challenged, the sheriff's action wouldn't stand up in court for three seconds.",0,false,0,,,,,,,/Negative/,Negative,0.879
UgxO8nR0Az3RIhjBUnt4AaABAg,randomdefender,3 weeks ago,1511772020882,As much as I hate Trump I wouldn't put that on my car. She got guts,0,false,0,,,,,,,/Negative/,Negative,0.998
Ugxr4WokS6dSgjyld254AaABAg,randomdefender,3 weeks ago,1511772020885,"Trumpflakes are the new snowflakes, Only they voted for Trump",0,false,0,,,,,,,/Positive/,Positive,0.699
