,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes,/Negative/,Negative,0.333
UgzwHcNs4hQIiUqFJPt4AaABAg,simone4447,6 days ago,1513068339423,"Why hunt animals when you can be a cop in America and hunt human, the best game on Earth!",0,false,0,,,,,,,/Positive/,Positive,0.928
UgwR6s94g9d5Lz-gG154AaABAg,Imperial Watch,1 week ago,1512981939428,Trump is a clown. Plain and simple,0,false,0,,,,,,,/Positive/,Positive,0.998
UgzUjPywflx9Xpgy5eR4AaABAg,CButtonshaw,1 week ago,1512981939432,I understand duck and deer hunting.... IF you (or someone else) is going to eat the animal as well. Elephants and the other endangered species list? don't get that angle.,0,false,0,,,,,,,/Negative/,Negative,0.783
Ugw7R0WW2YKWGbTfpZB4AaABAg,Anto Anto,2 weeks ago,1512377139443,Killing elephants help save elephants?? That is truly genius. They all want Money. Nobody cares.,0,false,0,,,,,,,/Negative/,Negative,0.516
UgxEDhcVDDH8lWyHrRN4AaABAg,evocative01,2 weeks ago,1512377139447,"Look. we thought this would  be the age of enlightenment. and the age of medicine, food,  peace breakthroughs. but it wont. we almost were there. but the despots that held power managed to weather the storm. And its time to admit we the people lost. This time the stakes were higher than they ever were because we were at an apex on this planet we had never reached. every 100 years or so this type of people uprising has happened. and though at different times different countries or peoples were able to break the yoke off of their neck, we as a world were never able to undo the elite that ruled the world. now they  have come together and are stronger than ever. and this 100 year cycle we did not succeed. and there was more to win than ever. and more to lose than ever. this loss against the elite, royal, super wealthy, will cost us most of the species of actual animal life on the planet earth. alot of the big game will be gone forever. such as countless ocean species. polar bear, almost all of the tropical jungle species in many nations, elephants, tigers will all become extinct. alot of land mass will be taken by ocean. the medicical discoveries like cures for cancer, all diseases, etc will be pushed back 50  years and in about 100 years we will have the chance to rise up and free the world again. i hope we succeed in creating a new earth at that time. in that 100 years about 1 billion lives will be cut short that could have been saved had we succeeded now. think of that. we just lost most of the species on the planet. the oceans grew to to cause mass exodus and overcrowding where we could live. we sacrificed over 1 billion human lives. the stakes will be even greater 100 years from now .",0,false,0,,,,,,,/Positive/,Positive,0.689
Ugw0CKSGHy_horra-Nl4AaABAg,Kruut Von .Trendkilla,2 weeks ago,1512377139449,"Well I guess they can hunt all the American elephants, lions and so forth. Just keep your ridiculousness within your boarders.",0,false,0,,,,,,,/Positive/,Positive,0.93
UgwldMgJrVzYf3I7lcJ4AaABAg,BobtheBuilder,2 weeks ago,1512377139454,But he didn't?,0,false,0,,,,,,,/Neutral/,Neutral,0.471
Ugx2LcU9SketWjCYmnh4AaABAg,Power Factor,3 weeks ago,1511772339457,"Trump signs an NRA Bill so hunters can kill baby cub bears and their mothers in their den.
Now Trump is going after Elephants!        ...Impeached the MF now!!!!",0,false,0,,,,,,,/Negative/,Negative,0.609
UgyiT84B8w-uPtyhonh4AaABAg,David,3 weeks ago,1511772339467,Hunting has nothing to do with the US Presidency. It's Africa's problem. TYT are the idiots.,0,false,0,,,,,,,/Negative/,Negative,0.969
